# peacockdb cost-model calibration record (#153). One row per timed region — per
# (node, output partition), not per node: the partitioned branches time each partition
# separately, and a hash repartition bills its shared concat+scatter prologue to p0.
# source = which engine produced the row. peacockdb pays a host prologue that bare cuDF
#   has no analogue for; that difference is what const_peacock is fitted to, so rows
#   from the two sources are not interchangeable.
# peacock_host_us = host time before the region's first device touch.
# cudf_host_us = host time from that touch to the end of the region. Under
#   timing_mode=sync it CONTAINS the device execution and device_us is 0; under events
#   it does not. Not launch cost in either mode — cuDF and rmm synchronize internally.
# device_us = between the region's CUDA events. events mode only.
# wall_us = peacock_host_us + cudf_host_us, the host side of the region.
# cuda_bytes = the bytes this region's category is charged for; the regressor. Equal to
#   out_bytes on the peacockdb source, the mapped call's bytes on the bare-cuDF one.
# in_rows/in_bytes = summed over ALL children, unlike the .cpu.txt golden, which
#   renders the first child's.
# hbm_bytes is NOT here: it comes from Nsight and joins on (query, node_seq).
# timing_mode, build_profile and allocator each change what the microseconds MEAN. Rows
#   disagreeing on any of them are not comparable — hence columns, not a run heading.
source	dataset	sf	query	label	node_seq	node_type	category	partitions	partition	in_rows	in_bytes	out_rows	out_bytes	cuda_bytes	peacock_host_us	cudf_host_us	device_us	wall_us	timing_mode	build_profile	allocator
peacockdb	tpcds	1	q14	full_table-tp1-standard	107	GpuAggregateExec	cuda_aggregate_bytes	1	0	1	26	1	17	17	0	207	206	207	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	106	GpuCoalescePartitionsExec	cuda_concat_bytes	1	0	1	26	1	26	26	0	6	7	6	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	105	GpuAggregateExec	cuda_aggregate_bytes	1	0	2936305	71205398	1	26	26	1	1005	1004	1006	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	104	GpuUnionExec	cuda_concat_bytes	1	0	2936305	71205398	2936305	71205398	71205398	1	133	131	134	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	89	GpuProjectExec	cuda_project_bytes	1	0	1644368	39875924	1644368	39875924	39875924	0	21	45	21	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	88	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1644368	39875924	1644368	39875924	39875924	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	87	GpuHashJoinExec	cuda_hash_join_bytes	1	0	2881500	93261986	1644368	39875924	39875924	1	781	840	782	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	85	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1096	8905	1096	8905	8905	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	84	GpuFilterExec	cuda_filter_bytes	1	0	73049	1187048	1096	8905	8905	15	136	135	151	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	83	GpuScanExec	storage_read_bytes	1	0	0	0	73049	1187048	1187048	2	16848	16846	16850	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	86	GpuScanExec	storage_read_bytes	1	0	0	0	2880404	93253081	93253081	3	8429	8428	8432	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	96	GpuProjectExec	cuda_project_bytes	1	0	859879	20852066	859879	20852066	20852066	0	21	26	21	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	95	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	859879	20852066	859879	20852066	20852066	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	94	GpuHashJoinExec	cuda_hash_join_bytes	1	0	1442644	46679023	859879	20852066	20852066	1	542	564	543	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	92	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1096	8905	1096	8905	8905	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	91	GpuFilterExec	cuda_filter_bytes	1	0	73049	1187048	1096	8905	8905	15	139	138	154	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	90	GpuScanExec	storage_read_bytes	1	0	0	0	73049	1187048	1187048	2	18571	18496	18573	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	93	GpuScanExec	storage_read_bytes	1	0	0	0	1441548	46670118	46670118	3	8778	8777	8781	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	103	GpuProjectExec	cuda_project_bytes	1	0	432058	10477408	432058	10477408	10477408	0	21	24	21	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	102	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	432058	10477408	432058	10477408	10477408	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	101	GpuHashJoinExec	cuda_hash_join_bytes	1	0	720480	23298962	432058	10477408	10477408	1	424	423	425	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	99	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1096	8905	1096	8905	8905	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	98	GpuFilterExec	cuda_filter_bytes	1	0	73049	1187048	1096	8905	8905	15	137	137	152	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	97	GpuScanExec	storage_read_bytes	1	0	0	0	73049	1187048	1187048	2	18557	18536	18559	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	100	GpuScanExec	storage_read_bytes	1	0	0	0	719384	23290057	23290057	3	7786	7785	7789	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	162	GpuAggregateExec	cuda_aggregate_bytes	1	0	46536	2262813	3516	170968	170968	1	1134	1133	1135	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	161	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	46536	2262813	46536	2262813	2262813	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	160	GpuHashJoinExec	cuda_hash_join_bytes	1	0	62882	2781175	46536	2262813	2262813	0	257	256	257	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	118	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	46689	2649606	46689	2649606	2649606	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	117	GpuHashJoinExec	cuda_hash_join_bytes	1	0	1441578	93520674	46689	2649606	2649606	0	687	518	687	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	111	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	30	244	30	244	244	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	110	GpuFilterExec	cuda_filter_bytes	1	0	73049	1780572	30	244	244	16	144	143	160	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	109	GpuScanExec	storage_read_bytes	1	0	0	0	73049	1780572	1780572	2	18757	18755	18759	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	116	GpuProjectExec	cuda_project_bytes	1	0	1441548	93520430	1441548	93520430	93520430	0	68	126	68	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	115	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1441548	93520430	1441548	93520430	93520430	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	114	GpuHashJoinExec	cuda_hash_join_bytes	1	0	1459548	58967696	1441548	93520430	93520430	1	835	953	836	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	112	GpuScanExec	storage_read_bytes	1	0	0	0	18000	585000	585000	2	5097	5096	5099	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	113	GpuScanExec	storage_read_bytes	1	0	0	0	1441548	58382696	58382696	3	11894	11893	11897	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	159	GpuProjectExec	cuda_project_bytes	1	0	16193	131569	16193	131569	131569	0	10	10	10	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	158	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	16193	131569	16193	131569	131569	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	157	GpuHashJoinExec	cuda_hash_join_bytes	1	0	21837	678528	16193	131569	131569	0	326	325	326	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	119	GpuScanExec	storage_read_bytes	1	0	0	0	18000	585000	585000	2	5165	5163	5167	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	156	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	3837	93528	3837	93528	93528	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	155	GpuHashJoinExec	cuda_hash_join_bytes	1	0	435895	10624944	3837	93528	93528	0	174	173	174	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	129	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	432058	10531416	432058	10531416	10531416	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	128	GpuHashJoinExec	cuda_hash_join_bytes	1	0	720480	23388885	432058	10531416	10531416	0	465	425	465	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	122	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1096	8905	1096	8905	8905	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	121	GpuFilterExec	cuda_filter_bytes	1	0	73049	1187048	1096	8905	8905	15	139	138	154	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	120	GpuScanExec	storage_read_bytes	1	0	0	0	73049	1187048	1187048	2	16847	16846	16849	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	127	GpuProjectExec	cuda_project_bytes	1	0	719384	23379980	719384	23379980	23379980	0	42	51	42	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	126	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	719384	23379980	719384	23379980	23379980	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	125	GpuHashJoinExec	cuda_hash_join_bytes	1	0	737384	12274990	719384	23379980	23379980	1	538	574	539	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	123	GpuScanExec	storage_read_bytes	1	0	0	0	18000	585000	585000	2	5093	5092	5095	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	124	GpuScanExec	storage_read_bytes	1	0	0	0	719384	11689990	11689990	3	6528	6527	6531	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	154	GpuAggregateExec	cuda_aggregate_bytes	1	0	3837	93528	3837	93528	93528	1	178	177	179	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	153	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	3837	93528	3837	93528	93528	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	152	GpuHashJoinExec	cuda_hash_join_bytes	1	0	863716	21053079	3837	93528	93528	1	196	195	197	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	139	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	859879	20959551	859879	20959551	20959551	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	138	GpuHashJoinExec	cuda_hash_join_bytes	1	0	1442644	46859217	859879	20959551	20959551	0	664	603	664	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	132	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1096	8905	1096	8905	8905	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	131	GpuFilterExec	cuda_filter_bytes	1	0	73049	1187048	1096	8905	8905	15	134	134	149	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	130	GpuScanExec	storage_read_bytes	1	0	0	0	73049	1187048	1187048	2	18551	18549	18553	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	137	GpuProjectExec	cuda_project_bytes	1	0	1441548	46850312	1441548	46850312	46850312	0	43	66	43	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	136	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1441548	46850312	1441548	46850312	46850312	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	135	GpuHashJoinExec	cuda_hash_join_bytes	1	0	1459548	24010156	1441548	46850312	46850312	1	743	810	744	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	133	GpuScanExec	storage_read_bytes	1	0	0	0	18000	585000	585000	2	5513	5512	5515	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	134	GpuScanExec	storage_read_bytes	1	0	0	0	1441548	23425156	23425156	3	7855	7853	7858	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	151	GpuAggregateExec	cuda_aggregate_bytes	1	0	1644368	40081470	3837	93528	93528	1	441	353	442	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	150	GpuProjectExec	cuda_project_bytes	1	0	1644368	40081470	1644368	40081470	40081470	0	32	56	32	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	149	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1644368	40081470	1644368	40081470	40081470	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	148	GpuHashJoinExec	cuda_hash_join_bytes	1	0	2881500	93622037	1644368	40081470	40081470	0	1021	896	1021	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	142	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1096	8905	1096	8905	8905	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	141	GpuFilterExec	cuda_filter_bytes	1	0	73049	1187048	1096	8905	8905	15	135	134	150	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	140	GpuScanExec	storage_read_bytes	1	0	0	0	73049	1187048	1187048	2	18558	18540	18560	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	147	GpuProjectExec	cuda_project_bytes	1	0	2880404	93613132	2880404	93613132	93613132	0	40	96	40	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	146	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	2880404	93613132	2880404	93613132	93613132	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	145	GpuHashJoinExec	cuda_hash_join_bytes	1	0	2898404	47391566	2880404	93613132	93613132	1	1111	1254	1112	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	143	GpuScanExec	storage_read_bytes	1	0	0	0	18000	585000	585000	2	5531	5530	5533	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	144	GpuScanExec	storage_read_bytes	1	0	0	0	2880404	46806566	46806566	2	10023	10022	10025	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	248	GpuProjectExec	cuda_project_bytes	1	0	2877	186288	2877	160399	160399	0	125	124	125	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	247	GpuProjectExec	cuda_project_bytes	1	0	2877	186288	2877	186288	186288	0	43	42	43	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	246	GpuNestedLoopJoinExec	cuda_nested_loop_join_bytes	1	0	3363	163498	2877	186288	186288	32	328	327	360	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	191	GpuProjectExec	cuda_project_bytes	1	0	1	17	1	17	17	0	10	10	10	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	190	GpuAggregateExec	cuda_aggregate_bytes	1	0	1	26	1	17	17	0	200	200	200	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	189	GpuCoalescePartitionsExec	cuda_concat_bytes	1	0	1	26	1	26	26	0	6	7	6	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	188	GpuAggregateExec	cuda_aggregate_bytes	1	0	2936305	71205398	1	26	26	0	1001	1000	1001	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	187	GpuUnionExec	cuda_concat_bytes	1	0	2936305	71205398	2936305	71205398	71205398	1	123	122	124	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	172	GpuProjectExec	cuda_project_bytes	1	0	1644368	39875924	1644368	39875924	39875924	0	22	46	22	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	171	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1644368	39875924	1644368	39875924	39875924	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	170	GpuHashJoinExec	cuda_hash_join_bytes	1	0	2881500	93261986	1644368	39875924	39875924	1	773	832	774	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	168	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1096	8905	1096	8905	8905	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	167	GpuFilterExec	cuda_filter_bytes	1	0	73049	1187048	1096	8905	8905	15	135	134	150	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	166	GpuScanExec	storage_read_bytes	1	0	0	0	73049	1187048	1187048	2	16845	16844	16847	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	169	GpuScanExec	storage_read_bytes	1	0	0	0	2880404	93253081	93253081	2	8919	8918	8921	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	179	GpuProjectExec	cuda_project_bytes	1	0	859879	20852066	859879	20852066	20852066	0	21	28	21	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	178	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	859879	20852066	859879	20852066	20852066	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	177	GpuHashJoinExec	cuda_hash_join_bytes	1	0	1442644	46679023	859879	20852066	20852066	1	543	562	544	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	175	GpuCoalesceBatchesExec	cuda_passthrough_bytes	1	0	1096	8905	1096	8905	8905	0	0	0	0	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	174	GpuFilterExec	cuda_filter_bytes	1	0	73049	1187048	1096	8905	8905	15	137	136	152	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
peacockdb	tpcds	1	q14	full_table-tp1-standard	173	GpuScanExec	storage_read_bytes	1	0	0	0	73049	1187048	1187048	2	18577	18500	18579	events	benchmarks opt-level=3	rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
